Village,hhid,dogid,sex,birthdate,deathdate,deathcause,encdate,alive,dead,age,pregnant,pups,exitdate,bcs2,year,roundyrs,lagvacc,deathage2,_st,_d,_t,_t0,sch1,sch2,sch3,sch4,sch5,sch6,sch7,sch8,sch9,sch10,sch11,sch12,sch13,sch14,sch15,sch16,sch17,sca1,sca2,sca3,sca4,sca5,sca6,sca7,sca8,sca9,sca10,sca11,sca12,sca13,sca14,sca15,sca16,sca17
Sanungu,Shh031,ums092,male,10/1 /2011,,,10/26/2013,0,1,,0,0,24/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh031,ums093,female,10/1 /2011,,,10/24/2011,1,0,0.75,0,0,24/10/2011,5,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh031,ums093,female,10/1 /2011,,,10/19/2012,0,1,,0,0,24/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.567095332,0.190705866,2.033264077,-1.370286034,0,-0.249616764,-0.299739842,2.590501026,0,-1.042537476,-1.871581847,-2.238591381,-1.70142011,-1.708707984,-1.835337867,-1.227860296
Sanungu,Shh031,ums093,female,10/1 /2011,,,10/26/2013,0,1,,0,0,24/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh031,ums094,female,10/1 /2011,,,10/24/2011,1,0,0.75,0,0,24/10/2011,5,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh031,ums094,female,10/1 /2011,,,10/19/2012,0,1,,0,0,24/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.567095332,0.190705866,2.033264077,-1.370286034,0,-0.249616764,-0.299739842,2.590501026,0,-1.042537476,-1.871581847,-2.238591381,-1.70142011,-1.708707984,-1.835337867,-1.227860296
Sanungu,Shh031,ums094,female,10/1 /2011,,,10/26/2013,0,1,,0,0,24/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh031,ums095,female,10/1 /2011,,,10/24/2011,1,0,0.75,0,0,24/10/2011,5,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh031,ums095,female,10/1 /2011,,,10/19/2012,0,1,,0,0,24/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.567095332,0.190705866,2.033264077,-1.370286034,0,-0.249616764,-0.299739842,2.590501026,0,-1.042537476,-1.871581847,-2.238591381,-1.70142011,-1.708707984,-1.835337867,-1.227860296
Sanungu,Shh031,ums095,female,10/1 /2011,,,10/26/2013,0,1,,0,0,24/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh041,ums096,male,10/15/2010,,,10/25/2011,1,0,12,0,0,28/10/2013,5,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh041,ums096,male,10/15/2010,,,10/29/2012,1,0,24,0,0,28/10/2013,4,2012,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh041,ums096,male,10/15/2010,,,10/28/2013,1,0,36,0,0,28/10/2013,3,2013,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh047,ums097,female,10/15/2010,15/02/2012,hyena,10/26/2011,1,0,12,0,0,15/02/2012,3,2011,0,,16.26666641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh047,ums097,female,10/15/2010,15/02/2012,hyena,10/29/2012,0,1,,0,0,15/02/2012,,2012,1,1,16.26666641,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,0.90760039,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.402718183,-0.235140942,2.121617028,-1.111268241,0,1.012892784,-0.171743409,-0.429647933,0,-0.595039432,-1.230976534,4.893561166,-0.638838669,-0.553602619,-0.657889202,-0.209661887
Sanungu,Shh047,ums097,female,10/15/2010,15/02/2012,hyena,10/28/2013,0,1,,0,0,15/02/2012,,2013,2,0,16.26666641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh052,ums098,male,10/1 /2011,,,10/27/2011,1,0,0.75,0,0,27/10/2011,5,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh052,ums098,male,10/1 /2011,,,10/30/2012,0,1,,0,0,27/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.686800936,0.135915503,2.106523176,0.754091606,0,-0.509312055,-0.65728475,2.245685474,0,-1.230317279,-1.906838937,-2.064693849,-1.934562095,-1.619842374,-1.646663521,-1.277412026
Sanungu,Shh052,ums098,male,10/1 /2011,,,10/29/2013,0,1,,0,0,27/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh052,ums099,male,10/1 /2011,,,10/27/2011,1,0,0.75,0,0,27/10/2011,5,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh052,ums099,male,10/1 /2011,,,10/30/2012,0,1,,0,0,27/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.686800936,0.135915503,2.106523176,0.754091606,0,-0.509312055,-0.65728475,2.245685474,0,-1.230317279,-1.906838937,-2.064693849,-1.934562095,-1.619842374,-1.646663521,-1.277412026
Sanungu,Shh052,ums099,male,10/1 /2011,,,10/29/2013,0,1,,0,0,27/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums101,male,10/20/2011,,,10/26/2011,1,0,0.17,0,0,26/10/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums101,male,10/20/2011,,,10/30/2012,0,1,,0,0,26/10/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums101,male,10/20/2011,,,10/29/2013,0,1,,0,0,26/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums102,male,10/20/2011,,,10/26/2011,1,0,0.17,0,0,26/10/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums102,male,10/20/2011,,,10/30/2012,0,1,,0,0,26/10/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums102,male,10/20/2011,,,10/29/2013,0,1,,0,0,26/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums103,male,10/20/2011,,,10/26/2011,1,0,0.17,0,0,26/10/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums103,male,10/20/2011,,,10/30/2012,0,1,,0,0,26/10/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums103,male,10/20/2011,,,10/29/2013,0,1,,0,0,26/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums104,male,10/20/2011,,,10/26/2011,1,0,0.17,0,0,26/10/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums104,male,10/20/2011,,,10/30/2012,0,1,,0,0,26/10/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums104,male,10/20/2011,,,10/29/2013,0,1,,0,0,26/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums105,female,10/20/2011,,,10/26/2011,1,0,0.17,0,0,26/10/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums105,female,10/20/2011,,,10/30/2012,0,1,,0,0,26/10/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums105,female,10/20/2011,,,10/29/2013,0,1,,0,0,26/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums106,female,10/20/2011,,,10/26/2011,1,0,0.17,0,0,26/10/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums106,female,10/20/2011,,,10/30/2012,0,1,,0,0,26/10/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh054,ums106,female,10/20/2011,,,10/29/2013,0,1,,0,0,26/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh058,ums107,male,10/15/2010,,,10/27/2011,1,0,12,0,0,29/10/2013,4,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh058,ums107,male,10/15/2010,,,10/30/2012,1,0,24,0,0,29/10/2013,3,2012,1,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh058,ums107,male,10/15/2010,,,10/29/2013,1,0,36,0,0,29/10/2013,4,2013,2,0,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh059,ums108,male,8 /15/2011,15/11/2011,sick,10/27/2011,1,0,2,0,0,15/11/2011,1,2011,0,,3.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh059,ums108,male,8 /15/2011,15/11/2011,sick,10/25/2012,0,1,,0,0,15/11/2011,,2012,1,0,3.066666603,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,-0.24751288,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-0.303372021,-0.633069255,1.966875332,1.098907158,0,-2.915147565,-3.305014778,-3.982469649,0,-2.363903663,-2.657683607,-2.866864503,-2.443779701,-2.397461603,-3.00129389,-2.582853897
Sanungu,Shh059,ums108,male,8 /15/2011,15/11/2011,sick,11/6 /2013,0,1,,0,0,15/11/2011,,2013,2,0,3.066666603,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh067,ums109,female,7 /15/2011,15/12/2011,hyena,10/28/2011,1,0,3,0,0,15/12/2011,1,2011,0,,5.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh067,ums109,female,7 /15/2011,15/12/2011,hyena,10/26/2012,0,1,,0,0,15/12/2011,,2012,1,0,5.099999905,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,-0.24751288,-0.133920167,0,0.735612766,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-0.254942114,-0.538005667,1.949744149,-1.213250285,0,-2.423863765,-2.173448412,-2.504067712,0,1.397285172,-1.290144699,-1.691266115,-0.852900368,-1.148285223,-1.750386713,-1.06196232
Sanungu,Shh067,ums109,female,7 /15/2011,15/12/2011,hyena,11/6 /2013,0,1,,0,0,15/12/2011,,2013,2,0,5.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh060,ums1090,male,10/15/2010,,,10/28/2011,1,0,12,0,0,05/11/2013,3,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh060,ums1090,male,10/15/2010,,,10/25/2012,1,0,24,0,0,05/11/2013,4,2012,1,1,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh060,ums1090,male,10/15/2010,,,11/5 /2013,1,0,36,0,0,05/11/2013,3,2013,2,1,,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh067,ums110,male,2 /15/2011,15/03/2012,killed by people,10/28/2011,1,0,8,0,0,15/03/2012,3,2011,0,,13.13333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh067,ums110,male,2 /15/2011,15/03/2012,killed by people,10/26/2012,0,1,,0,0,15/03/2012,,2012,1,0,13.13333321,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,0.565986976,-0.24751288,-0.133920167,0,-0.264387234,0.876664777,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.223008525,-0.178800919,2.149042393,0.803954777,0,0.501804963,-0.502475806,-0.825789468,0,-0.800033336,4.227316397,-1.22402199,-1.011967043,-0.758546868,-0.683133934,-0.511945601
Sanungu,Shh067,ums110,male,2 /15/2011,15/03/2012,killed by people,11/6 /2013,0,1,,0,0,15/03/2012,,2013,2,0,13.13333321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh068,ums111,female,10/15/2011,15/04/2012,hyena,10/31/2011,1,0,0.5,0,0,15/04/2012,5,2011,0,,6.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh068,ums111,female,10/15/2011,15/04/2012,hyena,10/26/2012,0,1,,0,0,15/04/2012,,2012,1,0,6.099999905,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.567095332,0.190705866,2.033264077,-1.370286034,0,-0.249616764,-0.299739842,2.590501026,0,-1.042537476,-1.871581847,-2.238591381,-1.70142011,-1.708707984,-1.835337867,-1.227860296
Sanungu,Shh068,ums111,female,10/15/2011,15/04/2012,hyena,11/6 /2013,0,1,,0,0,15/04/2012,,2013,2,0,6.099999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh068,ums113,female,10/15/2011,,,10/30/2011,1,0,0.5,0,0,30/10/2011,5,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh068,ums113,female,10/15/2011,,,10/26/2012,0,1,,0,0,30/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,-0.588383044,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.567095332,0.190705866,2.033264077,-1.370286034,0,-0.249616764,-0.299739842,2.590501026,0,-1.042537476,-1.871581847,-2.238591381,-1.70142011,-1.708707984,-1.835337867,-1.227860296
Sanungu,Shh068,ums113,female,10/15/2011,,,11/6 /2013,0,1,,0,0,30/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh069,ums115,male,10/25/2011,,,10/28/2011,1,0,0.1,0,0,28/10/2011,4,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh069,ums115,male,10/25/2011,,,10/26/2012,0,1,,0,0,28/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,0.75248712,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-0.0420693,-0.142772296,2.308028289,0.741362251,0,-0.514824745,1.199400458,-1.33473962,0,-1.589882204,-2.255467454,-2.491460861,-2.17448287,-2.412593559,-1.721475763,-1.66302522
Sanungu,Shh069,ums115,male,10/25/2011,,,11/6 /2013,0,1,,0,0,28/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh069,ums116,male,10/25/2011,,,10/28/2011,1,0,0.1,0,0,28/10/2011,4,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh069,ums116,male,10/25/2011,,,10/26/2012,0,1,,0,0,28/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,0.75248712,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-0.0420693,-0.142772296,2.308028289,0.741362251,0,-0.514824745,1.199400458,-1.33473962,0,-1.589882204,-2.255467454,-2.491460861,-2.17448287,-2.412593559,-1.721475763,-1.66302522
Sanungu,Shh069,ums116,male,10/25/2011,,,11/6 /2013,0,1,,0,0,28/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh069,ums117,male,10/25/2011,,,10/28/2011,1,0,0.1,0,0,28/10/2011,4,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh069,ums117,male,10/25/2011,,,10/26/2012,0,1,,0,0,28/10/2011,,2012,1,0,,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,0.75248712,-0.133920167,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,-0.0420693,-0.142772296,2.308028289,0.741362251,0,-0.514824745,1.199400458,-1.33473962,0,-1.589882204,-2.255467454,-2.491460861,-2.17448287,-2.412593559,-1.721475763,-1.66302522
Sanungu,Shh069,ums117,male,10/25/2011,,,11/6 /2013,0,1,,0,0,28/10/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh075,ums118,male,9 /27/2011,15/12/2011,hyena,10/31/2011,1,0,1,0,0,15/12/2011,5,2011,0,,2.633333445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh075,ums118,male,9 /27/2011,15/12/2011,hyena,10/23/2012,0,1,,0,0,15/12/2011,,2012,1,0,2.633333445,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.686800936,0.135915503,2.106523176,0.754091606,0,-0.509312055,-0.65728475,2.245685474,0,-1.230317279,-1.906838937,-2.064693849,-1.934562095,-1.619842374,-1.646663521,-1.277412026
Sanungu,Shh075,ums118,male,9 /27/2011,15/12/2011,hyena,11/1 /2013,0,1,,0,0,15/12/2011,,2013,2,0,2.633333445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh075,ums119,male,9 /27/2011,15/12/2011,hyena,10/31/2011,1,0,1,0,0,15/12/2011,5,2011,0,,2.633333445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh075,ums119,male,9 /27/2011,15/12/2011,hyena,10/23/2012,0,1,,0,0,15/12/2011,,2012,1,0,2.633333445,1,1,1,0,0,-0.300625586,-0.236334503,0.770632089,0.411616956,0,-0.434013024,-0.24751288,0.866079833,0,-0.264387234,-0.123335223,-0.09239961,-0.037739507,-0.040000621,-0.033620717,-0.04686716,0,0.686800936,0.135915503,2.106523176,0.754091606,0,-0.509312055,-0.65728475,2.245685474,0,-1.230317279,-1.906838937,-2.064693849,-1.934562095,-1.619842374,-1.646663521,-1.277412026
Sanungu,Shh075,ums119,male,9 /27/2011,15/12/2011,hyena,11/1 /2013,0,1,,0,0,15/12/2011,,2013,2,0,2.633333445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums121,male,10/31/2011,15/06/2012,hyena,11/2 /2011,1,0,0.1,0,0,15/06/2012,,2011,0,,7.599999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums121,male,10/31/2011,15/06/2012,hyena,10/30/2012,0,1,,0,0,15/06/2012,,2012,1,0,7.599999905,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums121,male,10/31/2011,15/06/2012,hyena,10/31/2013,0,1,,0,0,15/06/2012,,2013,2,0,7.599999905,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums122,male,10/31/2011,,,11/2 /2011,1,0,0.1,0,0,02/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums122,male,10/31/2011,,,10/30/2012,0,1,,0,0,02/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums122,male,10/31/2011,,,10/31/2013,0,1,,0,0,02/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums123,male,10/31/2011,,,11/2 /2011,1,0,0.1,0,0,02/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums123,male,10/31/2011,,,10/30/2012,0,1,,0,0,02/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums123,male,10/31/2011,,,10/31/2013,0,1,,0,0,02/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,shh087,ums124,male,10/31/2011,,,11/2 /2011,1,0,0.1,0,0,02/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,shh087,ums124,male,10/31/2011,,,10/30/2012,0,1,,0,0,02/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,shh087,ums124,male,10/31/2011,,,10/31/2013,0,1,,0,0,02/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums125,female,10/31/2011,,,11/2 /2011,1,0,0.1,0,0,02/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums125,female,10/31/2011,,,10/30/2012,0,1,,0,0,02/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh087,ums125,female,10/31/2011,,,10/31/2013,0,1,,0,0,02/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums126,male,10/27/2011,15/07/2012,hyena,11/3 /2011,1,0,0.25,0,0,15/07/2012,,2011,0,,8.733333588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums126,male,10/27/2011,15/07/2012,hyena,11/1 /2012,0,1,,0,0,15/07/2012,,2012,1,0,8.733333588,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums126,male,10/27/2011,15/07/2012,hyena,10/30/2013,0,1,,0,0,15/07/2012,,2013,2,0,8.733333588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums127,male,10/27/2011,,,11/3 /2011,1,0,0.25,0,0,03/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums127,male,10/27/2011,,,11/1 /2012,0,1,,0,0,03/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums127,male,10/27/2011,,,10/30/2013,0,1,,0,0,03/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums128,male,10/27/2011,,,11/3 /2011,1,0,0.25,0,0,03/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums128,male,10/27/2011,,,11/1 /2012,0,1,,0,0,03/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums128,male,10/27/2011,,,10/30/2013,0,1,,0,0,03/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums129,female,10/27/2011,,,11/3 /2011,1,0,0.25,0,0,03/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums129,female,10/27/2011,,,11/1 /2012,0,1,,0,0,03/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums129,female,10/27/2011,,,10/30/2013,0,1,,0,0,03/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums130,female,10/27/2011,,,11/3 /2011,1,0,0.25,0,0,03/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums130,female,10/27/2011,,,11/1 /2012,0,1,,0,0,03/11/2011,,2012,1,0,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums130,female,10/27/2011,,,10/30/2013,0,1,,0,0,03/11/2011,,2013,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanungu,Shh089,ums131,female,10/27/2011,,,11/3 /2011,1,0,0.25,0,0,03/11/2011,,2011,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
